HumanGeneName	MouseGeneName
C5orf52	4921536K21Rik
C6orf118	1700010I14Rik
C6orf132	AI661453
C6orf141	9130008F23Rik
C6orf15	2300002M23Rik
C6orf163	Gm136
C6orf201	4933417A18Rik
C6orf226	2310039H08Rik
C7orf31	4921507P07Rik
C7orf50	3110082I17Rik
C8orf48	AI429214
C8orf58	9930012K11Rik
C8orf89	4930444P10Rik
C9orf131	1700022I11Rik
C9orf152	D630039A03Rik
C9orf153	4921517D22Rik
C9orf24	1110017D15Rik
C9orf40	D030056L22Rik
C9orf43	4933430I17Rik
C9orf50	1700001O22Rik
C9orf57	Gm3443
CA11	Car11
CAAP1	Caap1
CABP4	Cabp4
CABS1	Cabs1
CABYR	Cabyr
CAGE1	Cage1
CALHM3	Calhm3
CALM2	Calm2
CALML3	Calml3
CALML5	Calm4
CALY	Caly
CAMKK2	Camkk2
CAMKMT	Camkmt
CAMP	Camp
CAPN6	Capn6
CAPZA3	Capza3
CARD10	Card10
CARD6	Card6
CARMN	Carmn
CARNMT1	Carnmt1
CARNS1	Carns1
CASP14	Casp14
CASP16P	Casp16
CATSPER1	Catsper1
CATSPER2	Catsper2
CATSPER3	Catsper3
CATSPER4	Catsper4
CATSPERB	Catsperb
CATSPERD	Catsperd
CATSPERE	Catspere2
CATSPERG	Catsperg1
CATSPERZ	Catsperz
CBY2	Cby2
CBY3	Cby3
CCDC110	Ccdc110
CCDC112	Ccdc112
CCDC116	Ccdc116
CCDC121	Ccdc121rt1
CCDC122	Ccdc122
CCDC138	Ccdc138
CCDC148	Ccdc148
CCDC150	Ccdc150
CCDC152	Ccdc152
CCDC154	Ccdc154
CCDC158	Ccdc158
CCDC159	Ccdc159
CCDC160	Ccdc160
CCDC162P	Ccdc162
CCDC163	Ccdc163
CCDC168	Gm8251
CCDC169-SOHLH2	Sohlh2
CCDC178	Ccdc178
CCDC179	1700015G11Rik
CCDC182	Ccdc182
CCDC183	Ccdc183
CCDC184	Ccdc184
CCDC185	Ccdc185
CCDC187	Ccdc187
CCDC188	Ccdc188
CCDC190	Ccdc190
CCDC192	Ccdc192
CCDC194	Ccdc194
CCDC198	ccdc198
CCDC200	Gm11634
CCDC201	Ccdc201
CCDC27	Ccdc27
CCDC54	Ccdc54
CCDC60	Ccdc60
CCDC63	Ccdc63
CCDC68	Ccdc68
CCDC7	Ccdc7a
CCDC70	Ccdc70
CCDC71L	Ccdc71l
CCDC8	Ccdc8
CCDC81	Ccdc81
CCDC91	Ccdc91
CCDC9B	Ccdc9b
CCER2	Ccer2
CCIN	Ccin
CCL1	Ccl1
CCL17	Ccl17
CCL27	Ccl27b
CCN3	Ccn3
CCNB1IP1	Ccnb1ip1
CCNO	Ccno
CCP110	Ccp110
CCT2	Cct2
CCT8L1P	Cct8l1
CD101	Cd101
CD14	Cd14
CD160	Cd160
CD177	Cd177
CD19	Cd19
CD207	Cd207
CD24	Cd24a
CD274	Cd274
CD300A	Cd300a
CD300C	Cd300c
CD300E	Cd300e
CD300LB	Cd300lb
CD300LD	Cd300ld5
CD320	Cd320
CD33	Cd33
CD38	Cd38
CD3D	Cd3d
CD3E	Cd3e
CD3G	Cd3g
CD47	Cd47
CD5	Cd5
CD52	Cd52
CD55	Cd55b
CD5L	Cd5l
CD70	Cd70
CD72	Cd72
CD80	Cd80
CD83	Cd83
CD86	Cd86
CD93	Cd93
CD96	Cd96
CDC20B	Cdc20b
CDC42BPG	Cdc42bpg
CDH20	Cdh20
CDH22	Cdh22
CDH24	Cdh24
CDHR3	Cdhr3
CDHR4	Cdhr4
CDIPTOSP	Cdiptos
CDK2AP1	Cdk2ap1
CDK3	Cdk3
CDKL2	Cdkl2
CDKL3	Cdkl3
CDKL4	Cdkl4
CDR1	Cdr1
CDRT4	Cdrt4
CDSN	Cdsn
CDYL2	Cdyl2
CEACAM19	Ceacam19
CEACAM20	Ceacam20
CEBPE	Cebpe
CEBPZOS	Cebpzos
CEND1	Cend1
CENPA	Cenpa
CENPB	Cenpb
CENPQ	Cenpq
CEP120	Cep120
CEP192	Cep192
CEP295NL	Cep295nl
CEP95	Cep95
CER1	Cer1
CFAP141	Cfap141
CFAP44	Cfap44
CFAP46	Cfap46
CFAP47	Cfap47
CFAP54	Cfap54
CFAP69	Cfap69
CFAP95	Cfap95
CFAP97D2	Cfap97d2
CFI	Cfi
CGGBP1	Cggbp1
CHAER1	Chaer1
CHAMP1	Champ1
CHASERR	Chaserr
CHCHD5	Chchd5
CHD5	Chd5
CHML	Chml
CHRDL1	Chrdl1
CHST9	Chst9
CIB4	Cib4
CIBAR2	Cibar2
CILK1	Cilk1
CIP2A	Cip2a
CIR1	Cir1
CIROP	Cirop
CISD3	Cisd3
CISTR	Cistr
CKLF	Cklf
CLASP1	Clasp1
CLBA1	Clba1
CLDN16	Cldn16
CLDN20	Cldn20
CLDN25	Cldn25
CLDND2	Cldnd2
CLEC14A	Clec14a
CLEC18A	Clec18a
CLEC1A	Clec1a
CLEC1B	Clec1b
CLEC2L	Clec2l
CLEC5A	Clec5a
CLEC7A	Clec7a
CLEC9A	Clec9a
CLHC1	Clhc1
CLIC6	Clic6
CLIP4	Clip4
CLK3	Clk3
CLMP	Clmp
CLNK	Clnk
CLPS	Clps
CLPSL2	Clpsl2
CLRN3	Clrn3
CLSPN	Clspn
CLVS1	Clvs1
CMA1	Cma1
CMTM1	Cmtm1
CMTM2	Cmtm2b
CMTM5	Cmtm5
CNBD2	Cnbd2
CNDP1	Cndp1
CNGA3	Cnga3
CNGB1	Cngb1
CNNM1	Cnnm1
CNNM3	Cnnm3
CNNM4	Cnnm4
CNTF	Cntf
COG3	Cog3
COL20A1	Col20a1
COL22A1	Col22a1
COL23A1	Col23a1
COL24A1	Col24a1
COL25A1	Col25a1
COL26A1	Col26a1
COL3A1	Col3a1
COL6A5	Col6a5
COL6A6	Col6a6
COMTD1	Comtd1
COPRS	Coprs
COX8C	Cox8c
CPHXL	Cphx1
CPNE6	Cpne6
CPQ	Cpq
CPSF4L	Cpsf4l
CPSF7	Cpsf7
CPXCR1	Cpxcr1
CR2	Cr2
CRCT1	Crct1
CRELD1	Creld1
CRISP2	Crisp2
CRISP3	Crisp3
CRLF2	Crlf2
CRNN	Crnn
CRTAM	Crtam
CRYBG3	Crybg3
CRYZL2P	Cryzl2
CSF2	Csf2
CSF2RA	Csf2ra
CSMD3	Csmd3
CSN1S1	Csn1s1
CSN1S2AP	Csn1s2a
CSN1S2BP	Csn1s2b
CSN2	Csn2
CSN3	Csn3
CSNK1G3	Csnk1g3
CSNKA2IP	Csnka2ip
CST11	Cst11
CST12P	Cst12
CST13P	Cst13
CST6	Cst6
CST7	Cst7
CST8	Cst8
CST9	Cst9
CSTL1	Cstl1
CT45A1	Gm648
CT55	Ct55
CTAG1A	Ctag2l2
CTBS	Ctbs
CTCFL	Ctcfl
CTF1	Ctf1
CTF2P	Ctf2
CTNNA3	Ctnna3
CTSE	Ctse
CTSW	Ctsw
CTXN1	Ctxn1
CTXN3	Ctxn3
CTXND1	Gm2115
CTXND2	4930558C23Rik
CUL7	Cul7
CUL9	Cul9
CUTA	Cuta
CWH43	Cwh43
CX3CL1	Cx3cl1
CXCL13	Cxcl13
CXCL16	Cxcl16
CXCL17	Cxcl17
CXCR5	Cxcr5
CXCR6	Cxcr6
CXorf49	8030474K03Rik
CXorf49B	4933412E24Rik
CXorf58	Fam90a1b
CXorf66	Gm7073
CYB5RL	Cyb5rl
CYLC1	Cylc1
CYLC2	Cylc2
CYP11B1	Cyp11b2
CYP2AB1P	Cyp2ab1
CYP2D6	Cyp2d9
CYP2E1	Cyp2e1
CYS1	Cys1
CYSRT1	Cysrt1
DACH1	Dach1
DALIR	Dalir
DANCR	Dancr
DAPL1	Dapl1
DBX2	Dbx2
DCAF1	Dcaf1
DCAF8L1	Dcaf8l
DCDC2C	Dcdc2c
DCST2	Dcst2
DCSTAMP	Dcstamp
DCX	Dcx
DDIT4L	Ddit4l
DDN	Ddn
DDX25	Ddx25
DDX60	Ddx60
DEFA1	Defa41
DEFA1B	Defa16
DEFA3	Defa6
DEFA4	Defa4
DEFA5	Defa-rs2
DEFA6	Defa14
DEFB1	Defb1
DEFB103A	Defb14
DEFB105A	Defb12
DEFB105B	Defb35
DEFB106A	Defb34
DEFB106B	Defb15
DEFB107B	Defb13
DEFB109C	Defb48
DEFB110	Defb41
DEFB113	Defb18
DEFB115	Defb28
DEFB116	Defb29
DEFB117	Gm17416
DEFB118	Defb21
DEFB119	Defb19
DEFB123	Defb36
DEFB124	Defb25
DEFB125	Defb26
DEFB126	Defb22
DEFB128	Defb20
DEFB129	Defb23
DEFB130A	Defb47
DEFB131A	Defb43
DEFB135	Defb30
DEFB136	Defb42
DEFB4B	Defb6
DENND2A	Dennd2a
DEPP1	Depp1
DEUP1	Deup1
DGKD	Dgkd
DGKG	Dgkg
DGKQ	Dgkq
DIAPH1	Diaph1
DIDO1	Dido1
DIO3OS	Dio3os
DIRAS2	Diras2
DISP3	Disp3
DKK4	Dkk4
DKKL1	Dkkl1
DLK1	Dlk1
DLL3	Dll3
DLX6-AS1	Dlx6os1
DMBT1	Dmbt1
DMKN	Dmkn
DMP1	Dmp1
DMPK	Dmpk
DMRTA1	Dmrta1
DMRTB1	Dmrtb1
DMRTC1	Dmrtc1a
DMRTC1B	Dmrtc1b
DMRTC2	Dmrtc2
DMXL1	Dmxl1
DNAAF8	Dnaaf8
DNAH11	Dnah11
DNAH14	Dnah14
DNAH17	Dnah17
DNAH7	Dnah7b
DNAI3	Dnai3
DNAJA4	Dnaja4
DNAJC13	Dnajc13
DNAJC17	Dnajc17
DNHD1	Dnhd1
DNTT	Dntt
DNTTIP1	Dnttip1
DOCK5	Dock5
DOK5	Dok5
DONSON	Donson
DPP10	Dpp10
DPP8	Dpp8
DPPA2	Dppa2
DPPA3	Dppa3
DPPA4	Dppa4
DPPA5	Dppa5a
DPY19L4	Dpy19l4
DSCAML1	Dscaml1
DSN1	Dsn1
DSP	Dsp
DSPP	Dspp
DST	Dst
DUBR	Dubr
DUSP1	Dusp1
DUSP15	Dusp15
DUSP26	Dusp26
DUSP9	Dusp9
DYNAP	Dynap
DYNLT2	Dynlt2a3
DYNLT4	Dynlt4
DZIP3	Dzip3
EBF4	Ebf4
ECEL1	Ecel1
ECH1	Ech1
ECI1	Eci1
ECT2L	Ect2l
EDA2R	Eda2r
EDDM13	Epp13
EDDM3A	Eddm3b
EEF1AKMT3	Eef1akmt3
EFCAB10	Efcab10
EFCAB12	Efcab12
EFCAB13	Gm11639
EFCAB14	Efcab14
EFCAB3	Efcab3
EFCAB5	Efcab5
EFCAB8	Efcab8
EFCAB9	Efcab9
EGFEM1P	Egfem1
EGFL8	Egfl8
EGFLAM	Egflam
EID1	Eid1
EID2	Eid2
EID2B	Eid2b
ELANE	Elane
ELDR	Eldr
ELF1	Elf1
ELF5	Elf5
ELL3	Ell3
ELOVL3	Elovl3
EMB	Emb
EMCN	Emcn
EMILIN3	Emilin3
EML4	Eml4
EMX2OS	Emx2os
ENAM	Enam
ENDOV	Endov
ENHO	Enho
ENTHD1	Enthd1
ENTPD3	Entpd3
ENTPD7	Entpd7
EPB41L2	Epb41l2
EPHA10	Epha10
EPHA5	Epha5
EPHB1	Ephb1
EPM2AIP1	Epm2aip1
EPOP	Epop
EPPIN	Eppin
EPPIN-WFDC6	Wfdc6b
EPX	Epx
EQTN	Eqtn
ERBB4	Erbb4
EREG	Ereg
ERI3	Eri3
ERICH1	Erich1
ERICH4	Erich4
ERICH5	Erich5
ERICH6	Erich6
ERICH6B	Erich6b
ERMAP	Ermap
ERMARD	Ermard
ERMN	Ermn
ERMP1	Ermp1
ERN1	Ern1
ERP27	Erp27
ERP29	Erp29
ERVFRD-1	Synb
ERVK-6	G430049J08Rik
ESX1	Esx1
ETDA	Etd
ETV3	Etv3
ETV3L	Etv3l
EVC	Evc
EVC2	Evc2
EVI2A	Evi2a
EVI2B	Evi2
EVI5L	Evi5l
EXOG	Exog
EXOSC3	Exosc3
EXPH5	Exph5
EYA3	Eya3
EZHIP	Ezhip
F11	F11
F12	F12
F8	F8
FAAH	Faah
FAAP20	Faap20
FADS1	Fads1
FAM124A	Fam124a
FAM124B	Fam124b
FAM156A	Tmem29
FAM166A	Fam166a
FAM170A	Fam170a
FAM170B	Fam170b
FAM171B	Fam171b
FAM174A	Fam174a
FAM180A	Fam180a
FAM181A	Fam181a
FAM181B	Fam181b
FAM186A	Fam186a
FAM186B	Fam186b
FAM187A	Fam187a
FAM187B	Fam187b
FAM205A	Fam205a2
FAM205C	Fam205c
FAM209A	Fam209
FAM216A	Fam216a
FAM216B	Fam216b
FAM217A	Fam217a
FAM220A	Fam220a
FAM221B	Fam221b
FAM227A	Fam227a
FAM227B	Fam227b
FAM229A	Fam229a
FAM229B	Fam229b
FAM236A	Gm9112
FAM237B	Gm8773
FAM240A	Fam240a
FAM240B	Fam240b
FAM241B	Fam241b
FAM24A	Fam24a
FAM24B	Fam24b
FAM25A	Fam25c
FAM3B	Fam3b
FAM53A	Fam53a
FAM76A	Fam76a
FAM83A	Fam83a
FAM90A1	Fam90a1a
FANCD2OS	Fancd2os
FANCE	Fance
FANCL	Fancl
FANCM	Fancm
FASTKD5	Fastkd5
FAT4	Fat4
FATE1	Fate1
FBF1	Fbf1
FBLN7	Fbln7
FBXL12	Fbxl12
FBXO17	Fbxo17
FBXO24	Fbxo24
FBXO27	Fbxo27
FBXO33	Fbxo33
FBXO39	Fbxo39
FBXO42	Fbxo42
FBXO47	Fbxo47
FBXO48	Fbxo48
FCGBP	Fcgbp
FCHSD1	Fchsd1
FCHSD2	Fchsd2
FCMR	Fcmr
FCN1	Fcnb
FCRL1	Fcrl1
FCRL2	Fcrls
FCRL5	Fcrl5
FCRL6	Fcrl6
FCSK	Fcsk
FENDRR	Fendrr
FER1L5	Fer1l5
FERD3L	Ferd3l
FFAR1	Ffar1
FFAR4	Ffar4
FGD2	Fgd2
FGD3	Fgd3
FGR	Fgr
FIRRE	Firre
FIZ1	Fiz1
FKBP3	Fkbp3
FLACC1	Flacc1
FLG2	Flg2
FLT3LG	Flt3l
FLYWCH1	Flywch1
FLYWCH2	Flywch2
FMR1NB	Fmr1nb
FNDC11	Fndc11
FNDC8	Fndc8
FNDC9	Fndc9
FOLH1	Folh1
FOXD4	Foxd4
FOXI2	Foxi2
FOXS1	Foxs1
FPR3	Fpr-rs7
FRG2	Frg2f1
FRMPD2	Frmpd2
FRRS1L	Frrs1l
FSBP	Fsbp
FSCB	Fscb
FSCN3	Fscn3
FSD2	Fsd2
FSIP2	Fsip2
FTX	Ftx
FUT1	Fut1
FUT2	Fut2
FUT4	Fut4
FXYD2	Fxyd2
FXYD7	Fxyd7
FYB2	Fyb2
FYTTD1	Fyttd1
FZD10-AS1	Fzd10os
G6PC2	G6pc2
GAB3	Gab3
GABRE	Gabre
GABRG3	Gabrg3
GADL1	Gadl1
GALNT10	Galnt10
GALNT15	Galnt15
GALNT5	Galnt5
GALNTL5	Galntl5
GALP	Galp
GALR3	Galr3
GAPT	Gapt
GARIN1A	Garin1a
GARIN1B	Garin1b
GARIN2	Garin2
GARIN3	Garin3
GARIN4	Garin4
GARIN5A	Garin5a
GARIN5B	Garin5b
GARRE1	Garre1
GART	Gart
GAS2L2	Gas2l2
GAS5	Gas5
GAST	Gast
GCC2	Gcc2
GCM1	Gcm1
GCNT1	Gcnt1
GCSAM	Gcsam
GDF15	Gdf15
GEN1	Gen1
GFY	Gfy
GGA2	Gga2
GGN	Ggn
GGNBP1	Ggnbp1
GGT6	Ggt6
GGT7	Ggt7
GGTA1	Ggta1
GIMAP7	Gimap9
GIMD1	Gimd1
GJC3	Gjc3
GJD3	Gjd3
GJD4	Gjd4
GK2	Gk2
GKN1	Gkn1
GKN2	Gkn2
GKN3P	Gkn3
GLIS1	Glis1
GLP2R	Glp2r
GLT6D1	Glt6d1
GLYCAM1	Glycam1
GML	Gml2
GNA14	Gna14
GNAS-AS1	Gnasas1
GNG4	Gng4
GON7	Gon7
GP1BA	Gp1ba
GP5	Gp5
GP6	Gp6
GPATCH2L	Gpatch2l
GPBP1	Gpbp1
GPIHBP1	Gpihbp1
GPLD1	Gpld1
GPR108	Gpr108
GPR119	Gpr119
GPR135	Gpr135
GPR141	Gpr141
GPR141BP	Gpr141b
GPR149	Gpr149
GPR15	Gpr15
GPR150	Gpr150
GPR152	Gpr152
GPR153	Gpr153
GPR162	Gpr162
GPR179	Gpr179
GPR31	Gpr31b
GPR50	Gpr50
GPR6	Gpr6
GPR68	Gpr68
GPR82	Gpr82
GPR87	Gpr87
GPRASP1	Gprasp1
GPRC5A	Gprc5a
GPRC5D	Gprc5d
GPRIN1	Gprin1
GPSM3	Gpsm3
GPT2	Gpt2
GRAMD1A	Gramd1a
GRAMD2B	Gramd3
GRIK3	Grik3
GRM7	Grm7
GRXCR2	Grxcr2
GSC2	Gsc2
GSDMA	Gsdma2
GSDMC	Gsdmc
GSDMD	Gsdmd
GSG1	Gsg1
GTF2I	Gtf2i
GTF2IRD2	Gtf2ird2
GTF3C1	Gtf3c1
GUCA2A	Guca2a
GUCA2B	Guca2b
GULOP	Gulo
GYPA	Gypa
H1-7	H1f7
H1-8	H1f8
H1-9P	H1f9
H2AB1	H2ab1
H2AC18	H2ac18
H2AP	H2ap
H2BW1	H2bw2
H3-3A	H3f3a
H3C7	H3c1
H4-16	H4f16
H4C15	H4c17
HABP4	Habp4
HAGHL	Haghl
HAND1	Hand1
HAVCR2	Havcr2
HCFC1R1	Hcfc1r1
HCN1	Hcn1
HCRTR1	Hcrtr1
HDAC2	Hdac2
HDGF	Hdgf
HDGFL1	Hdgfl1
HEATR4	Heatr4
HEATR9	Heatr9
HEBP1	Hebp1
HECTD4	Hectd4
HEPH	Heph
HGFAC	Hgfac
HHLA1	Hhla1
HILPDA	Hilpda
HIPK4	Hipk4
HJURP	Hjurp
HK3	Hk3
HLA-DMB	H2-DMb1
HMCN1	Hmcn1
HMGB4	Hmgb4
HMGN5	Hmgn5
HNRNPA2B1	Hnrnpa2b1
HNRNPLL	Hnrnpll
HOTAIR	Hotair
HOTAIRM1	Hotairm1
HOTTIP	Hottip
HOXA-AS3	Hoxaas3
HOXA11-AS	Hoxa11os
HOXA6	Hoxa6
HOXA7	Hoxa7
HOXD8	Hoxd8
HPGDS	Hpgds
HPS6	Hps6
HR	Hr
HRC	Hrc
HRCT1	Hrct1
HRG	Hrg
HRH4	Hrh4
HRK	Hrk
HRNR	Hrnr
HS3ST5	Hs3st5
HSBP1L1	Hsbp1l1
HSD17B11	Hsd17b11
HSD17B13	Hsd17b13
HSFY1	Hsfy2
HSPB3	Hspb3
HYMAI	Hymai
IAPP	Iapp
IBSP	Ibsp
ICOS	Icos
ICOSLG	Icosl
IDI2	Idi2
IDNK	Idnk
IDO2	Ido2
IFI16	Ifi207
IFNAR2	Ifnar2
IFNG-AS1	Ifngas1
IFNGR2	Ifngr2
IFNL1	Ifnl2
IFNL2	Ifnl3
IFT43	Ift43
IGF2-AS	Igf2os
IGFBP4	Igfbp4
IGFBPL1	Igfbpl1
IGFL2	Igfl3
IGHD	Ighd
IGHE	Ighe
IGHG1	Ighg2a
IGHV1-18	Ighv1-61
IGHV3-11	Ighv5-12
IGHV3-15	Ighv7-1
IGHV4-28	Ighv3-6
IGIP	Igip
IGKC	Igkc
IGKV1-12	Igkv14-111
IGKV1-13	Igkv12-41
IGKV1D-33	Igkv11-125
IGKV2-28	Igkv1-117
IGKV3-15	Igkv3-10
IGKV4-1	Igkv7-33
IGKV6-21	Igkv12-47
IGLC3	Igll1
IGLV7-43	Iglv1
IGSF1	Igsf1
IGSF23	Igsf23
IHO1	Iho1
IKZF3	Ikzf3
IL17B	Il17b
IL17RB	Il17rb
IL18	Il18
IL18BP	Il18bp
IL18R1	Il18r1
IL18RAP	Il18rap
IL19	Il19
IL1A	Il1a
IL1F10	Il1f10
IL1R2	Il1r2
IL1RAP	Il1rap
IL1RN	Il1rn
IL2	Il2
IL22RA1	Il22ra1
IL23A	Il23a
IL24	Il24
IL25	Il25
IL27	Il27
IL27RA	Il27ra
IL2RA	Il2ra
IL3	Il3
IL31	Il31
IL33	Il33
IL36A	Il36a
IL36B	Il36b
IL36G	Il36g
IL36RN	Il36rn
IL3RA	Il3ra
IL5	Il5
IL5RA	Il5ra
IL7	Il7
IL9	Il9
IL9R	Il9r
INAFM1	Inafm1
INAFM2	Inafm2
INCA1	Inca1
INHBC	Inhbc
INHBE	Inhbe
INSC	Insc
INSL4	Rln1
INSL6	Insl6
INSM2	Insm2
INSRR	Insrr
INSYN2B	Insyn2b
IQANK1	Iqank1
IQCA1	Iqca
IQCF1	Iqcf1
IQCF5	Iqcf5
IQCF6	Iqcf6
IQCJ	Iqcj
IQCJ-SCHIP1	Iqschfp
IQCM	Iqcm
IQCN	Iqcn
IQGAP3	Iqgap3
IRAK2	Irak2
ISLR	Islr
ISX	Isx
ISYNA1	Isyna1
ITGA7	Itga7
ITGAL	Itgal
ITM2A	Itm2a
ITPRIPL1	Itpripl1
ITPRIPL2	Itpripl2
IVL	Ivl
IWS1	Iws1
IYD	Iyd
IZUMO1	Izumo1
IZUMO2	Izumo2
IZUMO3	Izumo3
IZUMO4	Izumo4
JAML	Jaml
JCHAIN	Jchain
JPH4	Jph4
JPX	Jpx
JRK	Jrk
JRKL	Jrkl
JSRP1	Jsrp1
KANTR	Kantr
KASH5	Kash5
KATNIP	Katnip
KBTBD11	Kbtbd11
KCNA10	Kcna10
KCNA5	Kcna5
KCNAB3	Kcnab3
KCNE1	Kcne1
KCNE2	Kcne2
KCNE3	Kcne3
KCNE5	Kcne1l
KCNMB4	Kcnmb4
KCNQ1OT1	Kcnq1ot1
KCNQ3	Kcnq3
KCNQ4	Kcnq4
KCNRG	Kcnrg
KCNS2	Kcns2
KCNU1	Kcnu1
KCTD11	Kctd11
KCTD18	Kctd18
KCTD19	Kctd19
KCTD21	Kctd21
KDM1B	Kdm1b
KDM3A	Kdm3a
KEL	Kel
KHDC1	Khdc1b
KHDC1L	Khdc1c
KHDC3L	Khdc3
KIAA0040	4930523C07Rik
KIAA0100	2610507B11Rik
KIAA0895L	4931428F04Rik
KIAA1210	Gm14569
KIAA1958	E130308A19Rik
KIAA2012	Gm973
KIAA2026	9930021J03Rik
KIF12	Kif12
KIF15	Kif15
KIF24	Kif24
KIF27	Kif27
KIR2DL1	Kir3dl2
KIR2DL5B	Kir3dl1
KIRREL2	Kirrel2
KLF16	Klf16
KLHDC1	Klhdc1
KLHDC7B	Klhdc7b
KLHDC9	Klhdc9
KLHL1	Klhl1
KLHL25	Klhl25
KLHL28	Klhl28
KLHL29	Klhl29
KLHL34	Klhl34
KLHL4	Klhl4
KLK1	Klk1b9
KLK10	Klk10
KLK11	Klk11
KLK12	Klk12
KLK13	Klk13
KLK14	Klk14
KLK15	Klk15
KLK4	Klk4
KLK5	Klk5
KLK6	Klk6
KLK7	Klk7
KLK8	Klk8
KLK9	Klk9
KLKB1	Klkb1
KLRB1	Klrb1a
KLRC1	Klrc3
KLRC2	Klrc2
KLRC4-KLRK1	Klrk1
KLRD1	Klrd1
KLRG1	Klrg1
KLRG2	Klrg2
KMT5C	Kmt5c
KNDC1	Kndc1
KPRP	Kprp
KRBA1	Krba1
KRCC1	Krcc1
KRT222	Krt222
KRT71	Krt71
KRT72	Krt72
KRT73	Krt73
KRT74	Krt74
KRT76	Krt76
KRT77	Krt77
KRT78	Krt78
KRT81	Krt87
KRT82	Krt82
KRT84	Krt84
KRT85	Krt85
KRT86	Krt86
KRT88P	Krt88
KRTAP1-1	Krtap1-3
KRTAP1-3	Krtap1-5
KRTAP10-1	Gm19668
KRTAP10-10	Gm9639
KRTAP10-12	Gm9508
KRTAP11-1	Krtap11-1
KRTAP12-1	Krtap12-1
KRTAP12-2	Gm10024
KRTAP13-1	Krtap13-1
KRTAP13-3	2310057N15Rik
KRTAP15-1	Krtap15
KRTAP16-1	Krtap16-1
KRTAP17-1	Krtap17-1
KRTAP19-1	Krtap19-4
KRTAP2-1	Krtap2-4
KRTAP2-2	Gm11562
KRTAP20-1	Gm7735
KRTAP24-1	Krtap24-1
KRTAP26-1	Krtap26-1
KRTAP27-1	Krtap27-1
KRTAP29-1	Krtap29-1
KRTAP3-1	Krtap3-1
KRTAP3-2	Krtap3-3
KRTAP4-1	Krtap4-16
KRTAP4-11	Gm11563
KRTAP4-3	Gm11596
KRTAP5-2	Krtap5-1
KRTAP5-4	Gm39115
KRTAP5-5	Krtap5-5
KRTAP6-1	Gm10229
KRTAP7-1	Krtap7-1
KRTAP8-1	Krtap8-1
KRTAP9-1	Gm11568
KRTCAP3	Krtcap3
KRTDAP	Krtdap
L1TD1	L1td1
L3HYPDH	L3hypdh
LAG3	Lag3
LAGE3	Lage3
LAIR1	Lair1
LALBA	Lalba
LAMP3	Lamp3
LANCL3	Lancl3
LAPTM5	Laptm5
LARP1B	Larp1b
LAT2	Lat2
LAX1	Lax1
LBHD1	Lbhd1
LCA5L	Lca5l
LCE1A	Lce1f
LCE2A	Lce1e
LCE3B	Lce3b
LCE6A	Lce6a
LDAF1	Tmem159
LDC1P	Ldc1
LDLRAD1	Ldlrad1
LDOC1	Ldoc1
LEKR1	Lekr1
LELP1	Lelp1
LEMD1	Lemd1
LEMD2	Lemd2
LEPROTL1	Leprotl1
LEXM	Lexm
LGALS12	Lgals12
LGALS7	Lgals7
LGR5	Lgr5
LGR6	Lgr6
LHFPL7	Tmem211
LIF	Lif
LILRA1	Pira2
LILRA5	Lilra5
LILRB4	Lilrb4b
LILRB5	Pira12
LIME1	Lime1
LINC-PINT	Lncpint
LINC00261	9030622O22Rik
LINC00461	C130071C03Rik
LINC00643	1700086L19Rik
LINC01089	AI480526
LINC01157	Lncenc1
LINC01170	9330117O12Rik
LINC02915	Gm32929
LIPF	Lipf
LIPK	Lipk
LIPM	Lipm
LIPN	Lipn
LKAAEAR1	Lkaaear1
LLCFC1	Llcfc1
LMAN1L	Lman1l
LMNTD1	Lmntd1
LMNTD2	Lmntd2
LMTK3	Lmtk3
LONRF3	Lonrf3
LORICRIN	Lor
LPIN3	Lpin3
LPO	Lpo
LRCOL1	Lrcol1
LRR1	Lrr1
LRRC10B	Lrrc10b
LRRC15	Lrrc15
LRRC19	Lrrc19
LRRC25	Lrrc25
LRRC26	Lrrc26
LRRC27	Lrrc27
LRRC36	Lrrc36
LRRC43	Lrrc43
LRRC46	Lrrc46
LRRC49	Lrrc49
LRRC52	Lrrc52
LRRC55	Lrrc55
LRRC56	Lrrc56
LRRC63	Lrrc63
LRRC66	Lrrc66
LRRC72	Lrrc72
LRRC74A	Lrrc74a
LRRD1	Lrrd1
LRRIQ4	Lrriq4
LRRN4	Lrrn4
LRRN4CL	Lrrn4cl
LRRTM3	Lrrtm3
LRTM1	Lrtm1
LSM3	Lsm3
LSMEM1	Lsmem1
LSMEM2	Lsmem2
LSS	Lss
LST1	Lst1
LTB	Ltb
LTBP2	Ltbp2
LTBP4	Ltbp4
LTBR	Ltbr
LURAP1L	Lurap1l
LVRN	Lvrn
LY6D	Ly6d
LY6E	Ly6e
LY6G5B	Ly6g5b
LY6G5C	Ly6g5c
LY6G6C	Ly6g6c
LY6G6D	Ly6g6d
LY6G6E	Ly6g6e
LY6G6F	Ly6g6f
LY6H	Ly6a
LY6K	Ly6k
LY6L	Ly6l
LY9	Ly9
LY96	Ly96
LYL1	Lyl1
LYNX1	Lynx1
LYPD1	Lypd1
LYPD2	Lypd2
LYPD3	Lypd3
LYPD4	Lypd4
LYPD5	Lypd5
LYPD9P	Lypd9
LYPLA1	Lypla1
LYST	Lyst
MAB21L4	Mab21l4
MACF1	Macf1
