GeneName	MGI_id	FeatureType	HumanGeneName
Gm35282	MGI:5594441	Gene	
Gm35284	MGI:5594443	Gene	
Gm35285	MGI:5594444	Gene	
Gm35287	MGI:5594446	Gene	
Gm35288	MGI:5594447	Gene	
Gm35289	MGI:5594448	Gene	
Gm35290	MGI:5594449	Gene	
Gm35291	MGI:5594450	Gene	
Gm35294	MGI:5594453	Gene	
Gm35295	MGI:5594454	Gene	
Gm35297	MGI:5594456	Gene	
Gm35298	MGI:5594457	Gene	
Gm35299	MGI:5594458	Gene	
Gm35302	MGI:5594461	Gene	
Gm35303	MGI:5594462	Gene	
Gm35305	MGI:5594464	Gene	
Gm35307	MGI:5594466	Gene	
Gm35308	MGI:5594467	Gene	
Gm35309	MGI:5594468	Gene	
Gm35312	MGI:5594471	Gene	
Gm35314	MGI:5594473	Gene	
Gm35315	MGI:5594474	Gene	
Gm35317	MGI:5594476	Gene	
Gm35321	MGI:5594480	Gene	
Gm35323	MGI:5594482	Pseudogene	
Gm35325	MGI:5594484	Gene	
Gm35326	MGI:5594485	Gene	
Gm35330	MGI:5594489	Gene	
Gm35332	MGI:5594491	Gene	
Gm35333	MGI:5594492	Gene	
Gm35335	MGI:5594494	Gene	
Gm35337	MGI:5594496	Gene	
Gm35338	MGI:5594497	Gene	
Gm35339	MGI:5594498	Gene	WDR97
Gm35340	MGI:5594499	Gene	
Gm35341	MGI:5594500	Gene	
Gm35342	MGI:5594501	Gene	
Gm35343	MGI:5594502	Gene	
Gm35344	MGI:5594503	Gene	
Gm35347	MGI:5594506	Gene	
Gm35350	MGI:5594509	Gene	
Gm35352	MGI:5594511	Gene	
Gm35353	MGI:5594512	Gene	
Gm35355	MGI:5594514	Gene	
Gm35356	MGI:5594515	Gene	
Gm35358	MGI:5594517	Gene	
Gm35359	MGI:5594518	Gene	
Gm35360	MGI:5594519	Gene	
Gm35361	MGI:5594520	Gene	
Gm35362	MGI:5594521	Gene	
Gm35363	MGI:5594522	Gene	
Gm35364	MGI:5594523	Gene	
Gm35365	MGI:5594524	Gene	
Gm35367	MGI:5594526	Gene	
Gm35368	MGI:5594527	Gene	
Gm35369	MGI:5594528	Gene	
Gm35371	MGI:5594530	Gene	
Gm35374	MGI:5594533	Gene	
Gm35378	MGI:5594537	Gene	
Gm35379	MGI:5594538	Gene	
Gm35380	MGI:5594539	Gene	
Gm35381	MGI:5594540	Gene	
Gm35383	MGI:5594542	Gene	
Gm35384	MGI:5594543	Gene	
Gm35386	MGI:5594545	Gene	
Gm35388	MGI:5594547	Gene	
Gm35389	MGI:5594548	Pseudogene	
Gm35391	MGI:5594550	Gene	
Gm35392	MGI:5594551	Gene	
Gm35393	MGI:5594552	Gene	
Gm35394	MGI:5594553	Gene	
Gm35395	MGI:5594554	Gene	
Gm35396	MGI:5594555	Gene	
Gm35397	MGI:5594556	Gene	
Gm35398	MGI:5594557	Gene	
Gm35399	MGI:5594558	Gene	
Gm35400	MGI:5594559	Gene	
Gm35402	MGI:5594561	Gene	
Gm35404	MGI:5594563	Gene	
Gm35405	MGI:5594564	Pseudogene	
Gm35406	MGI:5594565	Gene	
Gm35407	MGI:5594566	Gene	
Gm35408	MGI:5594567	Gene	
Gm35409	MGI:5594568	Gene	
Gm35410	MGI:5594569	Gene	
Gm35412	MGI:5594571	Pseudogene	
Gm35413	MGI:5594572	Gene	
Gm35415	MGI:5594574	Gene	
Gm35417	MGI:5594576	Gene	
Gm35419	MGI:5594578	Gene	
Gm35420	MGI:5594579	Gene	
Gm35422	MGI:5594581	Gene	
Gm35424	MGI:5594583	Gene	
Gm35425	MGI:5594584	Gene	
Gm35426	MGI:5594585	Gene	
Gm35427	MGI:5594586	Gene	
Gm35429	MGI:5594588	Gene	
Gm35430	MGI:5594589	Gene	
Gm35431	MGI:5594590	Gene	
Gm35433	MGI:5594592	Gene	
Gm35434	MGI:5594593	Gene	
Gm35437	MGI:5594596	Gene	
Gm35438	MGI:5594597	Gene	
Gm35439	MGI:5594598	Gene	
Gm35440	MGI:5594599	Gene	
Gm35443	MGI:5594602	Pseudogene	
Gm35444	MGI:5594603	Gene	
Gm35446	MGI:5594605	Gene	
Gm35449	MGI:5594608	Gene	
Gm35450	MGI:5594609	Gene	
Gm35453	MGI:5594612	Gene	
Gm35454	MGI:5594613	Gene	
Gm35455	MGI:5594614	Gene	
Gm35456	MGI:5594615	Gene	
Gm35457	MGI:5594616	Gene	
Gm35458	MGI:5594617	Gene	
Gm35460	MGI:5594619	Gene	
Gm35463	MGI:5594622	Gene	
Gm35464	MGI:5594623	Gene	
Gm35467	MGI:5594626	Gene	
Gm35468	MGI:5594627	Gene	
Gm35469	MGI:5594628	Gene	
Gm35471	MGI:5594630	Gene	
Gm35472	MGI:5594631	Gene	
Gm35474	MGI:5594633	Gene	
Gm35476	MGI:5594635	Gene	
Gm35477	MGI:5594636	Gene	
Gm35478	MGI:5594637	Gene	
Gm35479	MGI:5594638	Gene	
Gm35480	MGI:5594639	Gene	
Gm35481	MGI:5594640	Gene	
Gm35482	MGI:5594641	Gene	
Gm35486	MGI:5594645	Gene	
Gm35487	MGI:5594646	Gene	
Gm35488	MGI:5594647	Gene	
Gm35493	MGI:5594652	Gene	
Gm35496	MGI:5594655	Gene	
Gm35498	MGI:5594657	Gene	
Gm35500	MGI:5594659	Gene	
Gm35501	MGI:5594660	Gene	
Gm35502	MGI:5594661	Gene	
Gm35506	MGI:5594665	Gene	
Gm35507	MGI:5594666	Gene	
Gm35510	MGI:5594669	Gene	
Gm35514	MGI:5594673	Gene	
Gm35515	MGI:5594674	Gene	
Gm35520	MGI:5594679	Gene	
Gm35521	MGI:5594680	Gene	
Gm35522	MGI:5594681	Gene	
Gm35524	MGI:5594683	Gene	
Gm35525	MGI:5594684	Gene	
Gm35527	MGI:5594686	Gene	
Gm35528	MGI:5594687	Gene	
Gm35529	MGI:5594688	Gene	
Gm35531	MGI:5594690	Gene	
Gm35532	MGI:5594691	Gene	
Gm35533	MGI:5594692	Gene	
Gm35534	MGI:5594693	Gene	
Gm35535	MGI:5594694	Gene	
Gm35536	MGI:5594695	Gene	
Gm35537	MGI:5594696	Gene	
Gm35540	MGI:5594699	Gene	
Gm35541	MGI:5594700	Gene	
Gm35542	MGI:5594701	Gene	
Gm35543	MGI:5594702	Gene	
Gm35544	MGI:5594703	Gene	
Gm35545	MGI:5594704	Gene	
Gm35546	MGI:5594705	Gene	
Gm35548	MGI:5594707	Gene	
Gm35549	MGI:5594708	Gene	C3orf86
Gm35550	MGI:5594709	Gene	
Gm35551	MGI:5594710	Gene	
Gm35552	MGI:5594711	Gene	
Gm35554	MGI:5594713	Gene	
Gm35557	MGI:5594716	Gene	
Gm35558	MGI:5594717	Gene	
Gm35562	MGI:5594721	Gene	
Gm35566	MGI:5594725	Gene	
Gm35567	MGI:5594726	Gene	
Gm35569	MGI:5594728	Gene	
Idi1-ps2	MGI:5594729	Pseudogene	
Gm35572	MGI:5594731	Gene	
Gm35574	MGI:5594733	Gene	
Gm35575	MGI:5594734	Pseudogene	
Gm35576	MGI:5594735	Gene	
Gm35578	MGI:5594737	Gene	
Gm35579	MGI:5594738	Gene	
Gm35580	MGI:5594739	Gene	
Gm35581	MGI:5594740	Gene	
Gm35582	MGI:5594741	Gene	
Gm35584	MGI:5594743	Gene	
Gm35585	MGI:5594744	Gene	
Gm35586	MGI:5594745	Gene	
Gm35587	MGI:5594746	Gene	
Gm35588	MGI:5594747	Gene	
Gm35591	MGI:5594750	Gene	
Gm35592	MGI:5594751	Gene	
Gm35593	MGI:5594752	Gene	
Gm35595	MGI:5594754	Pseudogene	
Gm35596	MGI:5594755	Gene	
Gm35597	MGI:5594756	Gene	
Gm35598	MGI:5594757	Gene	
Gm35599	MGI:5594758	Gene	
Gm35600	MGI:5594759	Gene	
Gm35601	MGI:5594760	Gene	
Gm35602	MGI:5594761	Gene	
Gm35606	MGI:5594765	Gene	
Gm35607	MGI:5594766	Gene	
Gm35608	MGI:5594767	Gene	
Gm35610	MGI:5594769	Gene	
Gm35611	MGI:5594770	Gene	
Gm35612	MGI:5594771	Gene	
Gm35615	MGI:5594774	Gene	
Gm35618	MGI:5594777	Gene	
Gm35619	MGI:5594778	Pseudogene	
Gm35620	MGI:5594779	Gene	
Gm35621	MGI:5594780	Gene	
Gm35624	MGI:5594783	Gene	
Gm35625	MGI:5594784	Gene	
Gm35626	MGI:5594785	Pseudogene	
Gm35627	MGI:5594786	Gene	
Gm35628	MGI:5594787	Gene	
Gm35629	MGI:5594788	Pseudogene	
Gm35630	MGI:5594789	Gene	
Gm35631	MGI:5594790	Gene	
Gm35632	MGI:5594791	Gene	
Gm35634	MGI:5594793	Gene	
Gm35636	MGI:5594795	Gene	
Gm35638	MGI:5594797	Pseudogene	
Gm35639	MGI:5594798	Gene	
Gm35641	MGI:5594800	Gene	
Gm35644	MGI:5594803	Gene	
Gm35648	MGI:5594807	Pseudogene	
Gm35649	MGI:5594808	Gene	
Gm35650	MGI:5594809	Gene	
Gm35655	MGI:5594814	Gene	
Gm35657	MGI:5594816	Gene	
Gm35658	MGI:5594817	Gene	
Gm35664	MGI:5594823	Gene	
Gm35665	MGI:5594824	Gene	
Gm35666	MGI:5594825	Pseudogene	
Gm35667	MGI:5594826	Gene	
Gm35670	MGI:5594829	Gene	
Gm35671	MGI:5594830	Gene	
Gm35672	MGI:5594831	Gene	
Gm35674	MGI:5594833	Gene	
Gm35676	MGI:5594835	Gene	
Gm35677	MGI:5594836	Gene	
Gm35678	MGI:5594837	Gene	
Gm35679	MGI:5594838	Gene	
Gm35680	MGI:5594839	Gene	
Gm35681	MGI:5594840	Gene	
Gm35682	MGI:5594841	Gene	
Gm35685	MGI:5594844	Gene	
Gm35686	MGI:5594845	Gene	
Gm35687	MGI:5594846	Pseudogene	
Gm35688	MGI:5594847	Gene	
Gm35689	MGI:5594848	Gene	
Gm35690	MGI:5594849	Gene	
Gm35691	MGI:5594850	Pseudogene	
Gm35692	MGI:5594851	Gene	
Gm35693	MGI:5594852	Gene	
Gm35695	MGI:5594854	Gene	
Gm35696	MGI:5594855	Gene	
Gm35697	MGI:5594856	Gene	
Gm35699	MGI:5594858	Gene	
Gm35700	MGI:5594859	Gene	
Gm35701	MGI:5594860	Gene	
Gm35702	MGI:5594861	Pseudogene	
Gm35703	MGI:5594862	Pseudogene	
Gm35704	MGI:5594863	Gene	
Gm35706	MGI:5594865	Gene	
Gm35707	MGI:5594866	Gene	
Gm35710	MGI:5594869	Gene	
Gm35711	MGI:5594870	Gene	
Gm35712	MGI:5594871	Gene	
Gm35713	MGI:5594872	Pseudogene	
Gm35714	MGI:5594873	Gene	
Gm35715	MGI:5594874	Gene	
Gm35718	MGI:5594877	Gene	
Gm35719	MGI:5594878	Gene	
Gm35720	MGI:5594879	Gene	
Gm35721	MGI:5594880	Gene	
Gm35722	MGI:5594881	Gene	
Gm35723	MGI:5594882	Gene	
Gm35724	MGI:5594883	Gene	
Gm35725	MGI:5594884	Gene	
Gm35726	MGI:5594885	Gene	
Gm35727	MGI:5594886	Gene	
Gm35730	MGI:5594889	Gene	
Gm35732	MGI:5594891	Gene	
Gm35733	MGI:5594892	Gene	
Gm35735	MGI:5594894	Gene	
Gm35736	MGI:5594895	Pseudogene	
Gm35739	MGI:5594898	Gene	
Gm35740	MGI:5594899	Gene	
Gm35741	MGI:5594900	Gene	
Gm35742	MGI:5594901	Gene	
Gm35745	MGI:5594904	Gene	
Gm35746	MGI:5594905	Gene	
Gm35748	MGI:5594907	Gene	
Gm35750	MGI:5594909	Gene	
Gm35751	MGI:5594910	Gene	
Gm35752	MGI:5594911	Gene	
Gm35755	MGI:5594914	Pseudogene	
Gm35756	MGI:5594915	Gene	
Gm35760	MGI:5594919	Gene	
Gm35761	MGI:5594920	Gene	
Gm35762	MGI:5594921	Gene	
Gm35763	MGI:5594922	Gene	
Gm35765	MGI:5594924	Gene	
Gm35766	MGI:5594925	Gene	
Gm35768	MGI:5594927	Gene	
Gm35769	MGI:5594928	Gene	
Gm35771	MGI:5594930	Gene	
Gm35772	MGI:5594931	Gene	
Gm35775	MGI:5594934	Gene	
Gm35778	MGI:5594937	Gene	
Gm35779	MGI:5594938	Gene	
Gm35781	MGI:5594940	Pseudogene	
Gm35782	MGI:5594941	Gene	
Gm35785	MGI:5594944	Gene	
Gm35787	MGI:5594946	Gene	
Gm35790	MGI:5594949	Gene	
Gm35795	MGI:5594954	Gene	
Gm35797	MGI:5594956	Gene	
Gm35801	MGI:5594960	Gene	
Gm35803	MGI:5594962	Gene	
Gm35807	MGI:5594966	Gene	
Gm35808	MGI:5594967	Gene	
Gm35813	MGI:5594972	Gene	
Gm35814	MGI:5594973	Gene	
Gm35815	MGI:5594974	Gene	
Gm35816	MGI:5594975	Gene	
Gm35817	MGI:5594976	Gene	
Gm35818	MGI:5594977	Gene	
Gm35822	MGI:5594981	Gene	
Gm35823	MGI:5594982	Gene	
Gm35824	MGI:5594983	Gene	
Gm35827	MGI:5594986	Gene	
Gm35828	MGI:5594987	Gene	
Gm35829	MGI:5594988	Gene	
Gm35831	MGI:5594990	Gene	
Gm35833	MGI:5594992	Gene	
Gm35835	MGI:5594994	Gene	
Gm35837	MGI:5594996	Gene	
Gm35842	MGI:5595001	Gene	
Gm35843	MGI:5595002	Pseudogene	
Gm35846	MGI:5595005	Gene	
Gm35850	MGI:5595009	Gene	
Gm35851	MGI:5595010	Gene	
Gm35853	MGI:5595012	Gene	
Gm35855	MGI:5595014	Gene	
Gm35856	MGI:5595015	Gene	
Gm35857	MGI:5595016	Pseudogene	
Gm35860	MGI:5595019	Gene	
Gm35864	MGI:5595023	Gene	
Gm35865	MGI:5595024	Gene	
Gm35866	MGI:5595025	Gene	
Gm35867	MGI:5595026	Gene	
Gm35874	MGI:5595033	Gene	
Gm35875	MGI:5595034	Gene	
Gm35876	MGI:5595035	Pseudogene	
Gm35878	MGI:5595037	Gene	
Gm35880	MGI:5595039	Gene	
Gm35881	MGI:5595040	Gene	
Gm35882	MGI:5595041	Gene	
Gm35883	MGI:5595042	Gene	
Gm35884	MGI:5595043	Gene	
Gm35886	MGI:5595045	Gene	
Gm35887	MGI:5595046	Gene	
Gm35888	MGI:5595047	Gene	
Gm35889	MGI:5595048	Gene	
Gm35890	MGI:5595049	Gene	
Gm35891	MGI:5595050	Gene	
Gm35893	MGI:5595052	Gene	
Gm35894	MGI:5595053	Gene	
Gm35895	MGI:5595054	Gene	
Gm35899	MGI:5595058	Gene	
Gm35900	MGI:5595059	Gene	
Gm35907	MGI:5595066	Gene	
Gm35908	MGI:5595067	Gene	
Gm35909	MGI:5595068	Gene	
Vamp9	MGI:5595070	Gene	VAMP9P
Gm35913	MGI:5595072	Gene	
Gm35917	MGI:5595076	Gene	
Gm35918	MGI:5595077	Gene	
Gm35919	MGI:5595078	Pseudogene	
Gm35920	MGI:5595079	Gene	
Gm35922	MGI:5595081	Gene	
Gm35923	MGI:5595082	Gene	
Gm35925	MGI:5595084	Gene	
Gm35928	MGI:5595087	Gene	
Gm35929	MGI:5595088	Gene	
Gm35930	MGI:5595089	Gene	
Gm35931	MGI:5595090	Pseudogene	
Gm35932	MGI:5595091	Gene	
Gm35933	MGI:5595092	Gene	
Gm35934	MGI:5595093	Gene	
Gm35935	MGI:5595094	Gene	
Gm35936	MGI:5595095	Gene	
Gm35938	MGI:5595097	Pseudogene	
Gm35939	MGI:5595098	Gene	
Gm35940	MGI:5595099	Gene	
Gm35941	MGI:5595100	Gene	
Gm35946	MGI:5595105	Gene	
Gm35948	MGI:5595107	Gene	
Gm35953	MGI:5595112	Gene	
Gm35955	MGI:5595114	Pseudogene	
Gm35956	MGI:5595115	Gene	
Gm35957	MGI:5595116	Gene	
Gm35959	MGI:5595118	Gene	
Gm35960	MGI:5595119	Pseudogene	
Gm35961	MGI:5595120	Gene	
Gm35963	MGI:5595122	Gene	
Gm35966	MGI:5595125	Gene	
Gm35967	MGI:5595126	Gene	
Gm35969	MGI:5595128	Pseudogene	
Gm35970	MGI:5595129	Gene	
Gm35971	MGI:5595130	Gene	
Gm35972	MGI:5595131	Gene	
Gm35974	MGI:5595133	Gene	
Gm35977	MGI:5595136	Gene	
Gm35978	MGI:5595137	Gene	
Gm35982	MGI:5595141	Gene	
Gm35983	MGI:5595142	Gene	
Gm35986	MGI:5595145	Gene	
Gm35988	MGI:5595147	Gene	
Gm35991	MGI:5595150	Gene	
Gm35992	MGI:5595151	Gene	
Gm35993	MGI:5595152	Gene	
Gm35994	MGI:5595153	Gene	
Gm35995	MGI:5595154	Gene	
Gm35996	MGI:5595155	Gene	
Gm35997	MGI:5595156	Gene	
Gm35998	MGI:5595157	Gene	
Gm35999	MGI:5595158	Gene	
Gm36000	MGI:5595159	Gene	
Gm36001	MGI:5595160	Gene	
Gm36002	MGI:5595161	Gene	
Gm36003	MGI:5595162	Gene	
Gm36004	MGI:5595163	Gene	
Gm36005	MGI:5595164	Gene	
Gm36006	MGI:5595165	Pseudogene	
Gm36007	MGI:5595166	Gene	
Gm36008	MGI:5595167	Gene	
Gm36010	MGI:5595169	Gene	
Gm36011	MGI:5595170	Gene	
Gm36012	MGI:5595171	Gene	
Gm36013	MGI:5595172	Gene	
Gm36017	MGI:5595176	Gene	
Gm36019	MGI:5595178	Gene	
Gm36023	MGI:5595182	Gene	
Gm36024	MGI:5595183	Gene	
Gm36025	MGI:5595184	Gene	
Gm36026	MGI:5595185	Gene	
Gm36027	MGI:5595186	Gene	
Gm36028	MGI:5595187	Gene	
Gm36031	MGI:5595190	Gene	
Gm36033	MGI:5595192	Gene	
Gm36034	MGI:5595193	Gene	
Gm36035	MGI:5595194	Pseudogene	
Gm36037	MGI:5595196	Gene	
Gm36038	MGI:5595197	Gene	
Gm36040	MGI:5595199	Gene	
Gm36041	MGI:5595200	Gene	
Gm36043	MGI:5595202	Gene	
Gm36044	MGI:5595203	Pseudogene	
Gm36047	MGI:5595206	Pseudogene	
Gm36048	MGI:5595207	Gene	
Gm36049	MGI:5595208	Gene	
Gm36056	MGI:5595215	Gene	
Gm36059	MGI:5595218	Gene	
Gm36060	MGI:5595219	Gene	
Gm36062	MGI:5595221	Gene	
Gm36063	MGI:5595222	Gene	
Gm36065	MGI:5595224	Gene	
Gm36066	MGI:5595225	Gene	
Gm36069	MGI:5595228	Gene	
Gm36070	MGI:5595229	Gene	
Gm36071	MGI:5595230	Gene	
Gm36073	MGI:5595232	Gene	
Gm36074	MGI:5595233	Gene	
Gm36076	MGI:5595235	Gene	
Gm36077	MGI:5595236	Gene	
Gm36079	MGI:5595238	Gene	ANXA2R
Gm36084	MGI:5595243	Gene	
Gm36086	MGI:5595245	Gene	
Gm36088	MGI:5595247	Gene	
Gm36089	MGI:5595248	Gene	
Gm36090	MGI:5595249	Gene	
Gm36092	MGI:5595251	Pseudogene	
Gm36096	MGI:5595255	Pseudogene	
Gm36097	MGI:5595256	Gene	
Gm36099	MGI:5595258	Gene	
Gm36101	MGI:5595260	Gene	
Gm36102	MGI:5595261	Gene	
Gm36107	MGI:5595266	Gene	
Gm36109	MGI:5595268	Gene	
Gm36111	MGI:5595270	Gene	
Gm36112	MGI:5595271	Gene	
Gm36116	MGI:5595275	Gene	
Gm36117	MGI:5595276	Gene	
Gm36118	MGI:5595277	Gene	
Gm36120	MGI:5595279	Gene	
Gm36122	MGI:5595281	Gene	
Gm36123	MGI:5595282	Gene	
Gm36124	MGI:5595283	Gene	
Gm36126	MGI:5595285	Gene	
Gm36127	MGI:5595286	Gene	
Gm36128	MGI:5595287	Gene	
Gm36129	MGI:5595288	Gene	
Gm36130	MGI:5595289	Gene	
Gm36132	MGI:5595291	Gene	
Gm36134	MGI:5595293	Gene	
Gm36136	MGI:5595295	Gene	
Gm36139	MGI:5595298	Gene	
Gm36140	MGI:5595299	Gene	
Gm36141	MGI:5595300	Gene	
Gm36144	MGI:5595303	Gene	
Gm36146	MGI:5595305	Gene	
Gm36147	MGI:5595306	Pseudogene	
Gm36148	MGI:5595307	Gene	
Gm36149	MGI:5595308	Gene	
Gm36150	MGI:5595309	Gene	
Gm36152	MGI:5595311	Gene	
Gm36153	MGI:5595312	Gene	
Gm36154	MGI:5595313	Gene	
Gm36156	MGI:5595315	Gene	
Gm36157	MGI:5595316	Gene	
Gm36158	MGI:5595317	Gene	
Gm36159	MGI:5595318	Gene	
Gm36161	MGI:5595320	Gene	
Gm36163	MGI:5595322	Gene	
Gm36164	MGI:5595323	Gene	
Gm36165	MGI:5595324	Gene	
Gm36166	MGI:5595325	Gene	
Gm36167	MGI:5595326	Gene	
Gm36168	MGI:5595327	Gene	
Gm36169	MGI:5595328	Gene	
Gm36170	MGI:5595329	Gene	
Gm36171	MGI:5595330	Gene	
Gm36172	MGI:5595331	Gene	
Gm36173	MGI:5595332	Gene	
Gm36174	MGI:5595333	Gene	
Gm36175	MGI:5595334	Pseudogene	
Gm36176	MGI:5595335	Gene	
Gm36180	MGI:5595339	Gene	
Gm36181	MGI:5595340	Gene	
Gm36182	MGI:5595341	Gene	
Gm36183	MGI:5595342	Gene	
Gm36185	MGI:5595344	Gene	
Gm36186	MGI:5595345	Gene	
Gm36187	MGI:5595346	Gene	
Gm36188	MGI:5595347	Gene	
Gm36189	MGI:5595348	Pseudogene	
Gm36190	MGI:5595349	Gene	
Gm36193	MGI:5595352	Gene	
Gm36194	MGI:5595353	Gene	
Gm36195	MGI:5595354	Gene	
Gm36196	MGI:5595355	Gene	
Gm36198	MGI:5595357	Gene	
Gm36199	MGI:5595358	Gene	
Gm36200	MGI:5595359	Gene	
Gm36201	MGI:5595360	Gene	
Gm36203	MGI:5595362	Gene	
Gm36208	MGI:5595367	Gene	
Gm36209	MGI:5595368	Gene	
Gm36210	MGI:5595369	Gene	C19orf85
Gm36211	MGI:5595370	Gene	
Gm36212	MGI:5595371	Gene	
Gm36213	MGI:5595372	Gene	
Gm36215	MGI:5595374	Gene	
Gm36216	MGI:5595375	Gene	
Gm36218	MGI:5595377	Gene	
Gm36219	MGI:5595378	Gene	
Gm36220	MGI:5595379	Gene	
Gm36221	MGI:5595380	Gene	
Gm36222	MGI:5595381	Gene	
Gm36223	MGI:5595382	Gene	
Gm36224	MGI:5595383	Gene	
Gm36225	MGI:5595384	Gene	
Gm36226	MGI:5595385	Gene	
Gm36227	MGI:5595386	Gene	
Gm36228	MGI:5595387	Gene	
Gm36229	MGI:5595388	Gene	
Gm36231	MGI:5595390	Gene	
Gm36232	MGI:5595391	Gene	
Gm36233	MGI:5595392	Gene	
Gm36234	MGI:5595393	Gene	
Gm36235	MGI:5595394	Gene	
Gm36236	MGI:5595395	Gene	
Gm36237	MGI:5595396	Gene	
Gm36239	MGI:5595398	Gene	
Gm36241	MGI:5595400	Gene	
Gm36243	MGI:5595402	Gene	
Gm36244	MGI:5595403	Gene	
Gm36245	MGI:5595404	Gene	
Gm36246	MGI:5595405	Gene	
Gm36247	MGI:5595406	Pseudogene	
Gm36249	MGI:5595408	Gene	
Gm36251	MGI:5595410	Gene	
Gm36252	MGI:5595411	Gene	
Gm36254	MGI:5595413	Gene	
Gm36255	MGI:5595414	Gene	
Gm36257	MGI:5595416	Gene	
Gm36259	MGI:5595418	Pseudogene	
Gm36260	MGI:5595419	Gene	
Gm36261	MGI:5595420	Gene	
Gm36262	MGI:5595421	Pseudogene	
Gm36263	MGI:5595422	Gene	
Gm36264	MGI:5595423	Gene	
Gm36266	MGI:5595425	Gene	
Gm36267	MGI:5595426	Gene	
Gm36268	MGI:5595427	Gene	
Gm36271	MGI:5595430	Gene	
Gm36274	MGI:5595433	Gene	
Gm36277	MGI:5595436	Gene	
Gm36278	MGI:5595437	Gene	
Gm36279	MGI:5595438	Gene	
Gm36282	MGI:5595441	Gene	
Gm36283	MGI:5595442	Gene	
Gm36284	MGI:5595443	Gene	
Gm36286	MGI:5595445	Gene	
Gm36287	MGI:5595446	Gene	
Gm36288	MGI:5595447	Gene	
Gm36289	MGI:5595448	Gene	
Gm36297	MGI:5595456	Gene	
Gm36298	MGI:5595457	Pseudogene	
Gm36299	MGI:5595458	Gene	
Gm36300	MGI:5595459	Gene	
Gm36301	MGI:5595460	Gene	
Gm36303	MGI:5595462	Gene	
Gm36304	MGI:5595463	Gene	
Gm36307	MGI:5595466	Gene	
Gm36309	MGI:5595468	Gene	
Gm36311	MGI:5595470	Gene	
Gm36312	MGI:5595471	Gene	
Gm36313	MGI:5595472	Gene	
Gm36315	MGI:5595474	Gene	
Gm36316	MGI:5595475	Gene	
Gm36317	MGI:5595476	Gene	
Gm36318	MGI:5595477	Gene	
Gm36319	MGI:5595478	Gene	
Gm36322	MGI:5595481	Gene	
Gm36323	MGI:5595482	Gene	
Gm36325	MGI:5595484	Gene	
Gm36327	MGI:5595486	Gene	
Gm36328	MGI:5595487	Gene	
Gm36329	MGI:5595488	Gene	
Gm36330	MGI:5595489	Gene	
Gm36331	MGI:5595490	Gene	
Gm36333	MGI:5595492	Gene	
Gm36335	MGI:5595494	Gene	
Gm36337	MGI:5595496	Gene	
Gm36338	MGI:5595497	Gene	
Gm36339	MGI:5595498	Pseudogene	
Gm36340	MGI:5595499	Gene	
Gm36341	MGI:5595500	Gene	
Gm36345	MGI:5595504	Gene	
Gm36346	MGI:5595505	Gene	
Gm36347	MGI:5595506	Gene	
Gm36352	MGI:5595511	Gene	
Gm36355	MGI:5595514	Gene	
Gm36356	MGI:5595515	Gene	
Gm36357	MGI:5595516	Gene	
Gm36358	MGI:5595517	Gene	
Gm36359	MGI:5595518	Gene	
Gm36360	MGI:5595519	Gene	
Gm36363	MGI:5595522	Gene	
Gm36365	MGI:5595524	Gene	
Gm36366	MGI:5595525	Gene	
Gm36367	MGI:5595526	Gene	
Gm36368	MGI:5595527	Gene	
Gm36371	MGI:5595530	Gene	
Gm36372	MGI:5595531	Gene	
Gm36373	MGI:5595532	Gene	
Gm36375	MGI:5595534	Gene	
Gm36377	MGI:5595536	Gene	
Gm36378	MGI:5595537	Pseudogene	
Gm36380	MGI:5595539	Gene	
Gm36382	MGI:5595541	Pseudogene	
Gm36386	MGI:5595545	Gene	
Gm36387	MGI:5595546	Pseudogene	
Gm36388	MGI:5595547	Gene	
Gm36389	MGI:5595548	Gene	
Gm36390	MGI:5595549	Gene	
Gm36392	MGI:5595551	Gene	
Gm36393	MGI:5595552	Gene	
Gm36394	MGI:5595553	Gene	
Gm36395	MGI:5595554	Gene	
Gm36398	MGI:5595557	Pseudogene	
Gm36401	MGI:5595560	Gene	
Gm36402	MGI:5595561	Gene	
Gm36405	MGI:5595564	Gene	
Gm36406	MGI:5595565	Gene	
Gm36408	MGI:5595567	Gene	
Gm36409	MGI:5595568	Gene	
Gm36410	MGI:5595569	Gene	
Gm36411	MGI:5595570	Gene	
Gm36412	MGI:5595571	Gene	
Gm36414	MGI:5595573	Gene	
Gm36416	MGI:5595575	Gene	
Gm36417	MGI:5595576	Gene	
Gm36419	MGI:5595578	Gene	
Gm36420	MGI:5595579	Gene	
Gm36423	MGI:5595582	Gene	
Gm36424	MGI:5595583	Gene	
Gm36426	MGI:5595585	Gene	
Gm36427	MGI:5595586	Gene	
Gm36428	MGI:5595587	Gene	
Gm36429	MGI:5595588	Gene	
Gm36430	MGI:5595589	Gene	
Gm36431	MGI:5595590	Gene	
Gm36434	MGI:5595593	Gene	
Gm36435	MGI:5595594	Gene	
Gm36437	MGI:5595596	Gene	
Gm36438	MGI:5595597	Gene	
Gm36439	MGI:5595598	Gene	
Gm36440	MGI:5595599	Gene	
Gm36441	MGI:5595600	Gene	
Gm36443	MGI:5595602	Gene	
Gm36445	MGI:5595604	Gene	
Gm36446	MGI:5595605	Gene	
Gm36447	MGI:5595606	Gene	
Gm36448	MGI:5595607	Pseudogene	
